model,rag_mode,config,dataset,label,tp,tn,fp,fn,precision,recall,f1,mcc,balanced_accuracy
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Offer further help,4,18,6,0,0.4,1.0,0.5714285714285715,0.5477225575051662,0.875
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Playlist,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Premium,1,31,2,1,0.3333333333333333,0.5,0.4,0.36432620803146437,0.7196969696969697
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Provide OS version,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Provide URL,12,15,0,1,1.0,0.9230769230769231,0.9600000000000001,0.9302605094190635,0.9615384615384616
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Provide device model,3,28,3,1,0.5,0.75,0.6,0.5514416337357292,0.8266129032258065
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Provide email address,0,35,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Provide error message,1,28,2,4,0.3333333333333333,0.2,0.25,0.16666666666666666,0.5666666666666667
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Provide spotify version,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Provide username,0,35,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Refer to specialist team,0,27,1,0,0.0,0.0,0.0,0.0,0.48214285714285715
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Reinstall the app,1,34,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request DM,2,21,0,5,1.0,0.2857142857142857,0.4444444444444445,0.48038446141526137,0.6428571428571428
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request OS version,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request Spotify version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request device restart,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request device version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request email address,5,22,0,1,1.0,0.8333333333333334,0.9090909090909091,0.8928053815224023,0.9166666666666667
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request error message,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request exact issue description,1,27,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request login,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request logout,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request reinstall the app,2,26,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Request username,4,23,0,1,1.0,0.8,0.888888888888889,0.8755950357709131,0.9
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Restart device,1,31,2,1,0.3333333333333333,0.5,0.4,0.36432620803146437,0.7196969696969697
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Song/Artist,3,28,2,2,0.6,0.6,0.6,0.5333333333333333,0.7666666666666666
DeepSeek,examples,validated_paths1_thr0.8,SpotifyCares,Student Subscription,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Account,2,18,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Alexa,2,18,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Apologize,8,11,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Bad Support,2,16,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019,0.803921568627451
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Delivery,5,13,0,2,1.0,0.7142857142857143,0.8333333333333333,0.7867957924694432,0.8571428571428572
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Echo,3,17,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Investigate Issue,7,9,2,1,0.7777777777777778,0.875,0.823529411764706,0.6854365268376295,0.8465909090909092
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Kindle,0,20,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Order Cancellation,1,19,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Packaging,1,19,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Prime,7,13,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Provide URL,13,6,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Provide delivery date,1,17,0,1,1.0,0.5,0.6666666666666666,0.6871842709362768,0.75
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Refer to specialist team,2,17,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Refund,0,20,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Replacement,0,20,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Request to call by phone,3,16,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Request to not send personal details,1,18,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Request to reach out by chat,2,17,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AmazonHelp,Return,2,18,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Battery,5,24,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7933333333333333,0.8966666666666667
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Investigate issue,11,7,4,5,0.7333333333333333,0.6875,0.7096774193548386,0.32024493467004,0.6619318181818181
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Mac,3,27,1,0,0.75,1.0,0.8571428571428571,0.8504200642707612,0.9821428571428572
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Provide URL,15,11,0,1,1.0,0.9375,0.967741935483871,0.9270248108869579,0.96875
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Provide device model,6,24,1,0,0.8571428571428571,1.0,0.923076923076923,0.9071147352221454,0.98
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Provide system version,10,21,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Recommend backing up,0,27,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Recommend updating,0,27,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Refer to specialist team,0,27,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Refund,2,29,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Request DM,12,15,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Request country,0,27,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Request device model,3,24,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Request device restart,1,26,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Request iOS version,8,19,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Restart device,3,27,1,0,0.75,1.0,0.8571428571428571,0.8504200642707612,0.9821428571428572
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Software/App,8,18,3,2,0.7272727272727273,0.8,0.761904761904762,0.642034105174945,0.8285714285714285
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,TV,0,31,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Unresponsive/Freezing Device,5,20,6,0,0.45454545454545453,1.0,0.625,0.5913123959890826,0.8846153846153846
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,Update,13,16,1,1,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8697478991596639,0.9348739495798319
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,iPad,0,31,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,AppleSupport,iPhone,7,14,7,3,0.5,0.7,0.5833333333333334,0.3444233600968322,0.6833333333333333
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Account,5,26,3,1,0.625,0.8333333333333334,0.7142857142857143,0.6550918874579329,0.8649425287356323
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Advertisement,1,32,1,1,0.5,0.5,0.5,0.4696969696969697,0.7348484848484849
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,App,6,22,4,3,0.6,0.6666666666666666,0.631578947368421,0.4961389383568338,0.7564102564102564
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Billing/Payment,7,27,1,0,0.875,1.0,0.9333333333333333,0.9185586535436918,0.9821428571428572
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Family Subscription,1,34,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Hulu,1,34,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Login,2,29,2,2,0.5,0.5,0.5,0.43548387096774194,0.717741935483871
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Logout,1,29,4,1,0.2,0.5,0.28571428571428575,0.251259453814803,0.6893939393939394
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Offer further help,4,20,4,0,0.5,1.0,0.6666666666666666,0.6454972243679028,0.9166666666666667
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Playlist,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Premium,1,31,2,1,0.3333333333333333,0.5,0.4,0.36432620803146437,0.7196969696969697
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Provide OS version,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Provide URL,11,15,0,2,1.0,0.8461538461538461,0.9166666666666666,0.8640638488223129,0.9230769230769231
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Provide device model,3,28,3,1,0.5,0.75,0.6,0.5514416337357292,0.8266129032258065
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Provide email address,0,35,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Provide error message,1,28,2,4,0.3333333333333333,0.2,0.25,0.16666666666666666,0.5666666666666667
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Provide spotify version,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Provide username,0,35,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Refer to specialist team,0,27,1,0,0.0,0.0,0.0,0.0,0.48214285714285715
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Reinstall the app,1,34,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request DM,2,21,0,5,1.0,0.2857142857142857,0.4444444444444445,0.48038446141526137,0.6428571428571428
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request OS version,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request Spotify version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request device restart,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request device version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request email address,5,22,0,1,1.0,0.8333333333333334,0.9090909090909091,0.8928053815224023,0.9166666666666667
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request error message,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request exact issue description,1,27,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request login,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request logout,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request reinstall the app,2,26,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Request username,4,23,0,1,1.0,0.8,0.888888888888889,0.8755950357709131,0.9
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Restart device,1,31,2,1,0.3333333333333333,0.5,0.4,0.36432620803146437,0.7196969696969697
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Song/Artist,3,28,2,2,0.6,0.6,0.6,0.5333333333333333,0.7666666666666666
DeepSeek,examples,validated_paths3_thr0.8,SpotifyCares,Student Subscription,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Account,2,18,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Alexa,2,18,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Apologize,8,11,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Bad Support,2,16,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019,0.803921568627451
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Delivery,5,13,0,2,1.0,0.7142857142857143,0.8333333333333333,0.7867957924694432,0.8571428571428572
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Echo,3,17,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Investigate Issue,7,9,2,1,0.7777777777777778,0.875,0.823529411764706,0.6854365268376295,0.8465909090909092
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Kindle,0,20,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Order Cancellation,1,19,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Packaging,1,19,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Prime,7,13,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Provide URL,13,6,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Provide delivery date,1,17,0,1,1.0,0.5,0.6666666666666666,0.6871842709362768,0.75
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Refer to specialist team,2,17,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Refund,0,20,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Replacement,0,20,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Request to call by phone,3,16,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Request to not send personal details,1,18,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Request to reach out by chat,2,17,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AmazonHelp,Return,2,18,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Battery,5,24,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7933333333333333,0.8966666666666667
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Investigate issue,11,7,4,5,0.7333333333333333,0.6875,0.7096774193548386,0.32024493467004,0.6619318181818181
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Mac,3,27,1,0,0.75,1.0,0.8571428571428571,0.8504200642707612,0.9821428571428572
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Provide URL,15,11,0,1,1.0,0.9375,0.967741935483871,0.9270248108869579,0.96875
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Provide device model,6,24,1,0,0.8571428571428571,1.0,0.923076923076923,0.9071147352221454,0.98
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Provide system version,10,21,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Recommend backing up,0,27,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Recommend updating,0,27,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Refer to specialist team,0,27,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Refund,2,29,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Request DM,12,15,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Request country,0,27,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Request device model,3,24,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Request device restart,1,26,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Request iOS version,8,19,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Restart device,3,27,1,0,0.75,1.0,0.8571428571428571,0.8504200642707612,0.9821428571428572
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Software/App,8,18,3,2,0.7272727272727273,0.8,0.761904761904762,0.642034105174945,0.8285714285714285
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,TV,0,31,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Unresponsive/Freezing Device,5,20,6,0,0.45454545454545453,1.0,0.625,0.5913123959890826,0.8846153846153846
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,Update,13,16,1,1,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8697478991596639,0.9348739495798319
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,iPad,0,31,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,AppleSupport,iPhone,7,14,7,3,0.5,0.7,0.5833333333333334,0.3444233600968322,0.6833333333333333
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Account,5,26,3,1,0.625,0.8333333333333334,0.7142857142857143,0.6550918874579329,0.8649425287356323
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Advertisement,1,32,1,1,0.5,0.5,0.5,0.4696969696969697,0.7348484848484849
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,App,6,22,4,3,0.6,0.6666666666666666,0.631578947368421,0.4961389383568338,0.7564102564102564
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Billing/Payment,7,27,1,0,0.875,1.0,0.9333333333333333,0.9185586535436918,0.9821428571428572
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Family Subscription,1,34,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Hulu,1,34,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Login,2,29,2,2,0.5,0.5,0.5,0.43548387096774194,0.717741935483871
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Logout,1,29,4,1,0.2,0.5,0.28571428571428575,0.251259453814803,0.6893939393939394
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Offer further help,4,20,4,0,0.5,1.0,0.6666666666666666,0.6454972243679028,0.9166666666666667
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Playlist,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Premium,1,31,2,1,0.3333333333333333,0.5,0.4,0.36432620803146437,0.7196969696969697
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Provide OS version,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Provide URL,11,15,0,2,1.0,0.8461538461538461,0.9166666666666666,0.8640638488223129,0.9230769230769231
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Provide device model,3,28,3,1,0.5,0.75,0.6,0.5514416337357292,0.8266129032258065
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Provide email address,0,35,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Provide error message,1,28,2,4,0.3333333333333333,0.2,0.25,0.16666666666666666,0.5666666666666667
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Provide spotify version,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Provide username,0,35,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Refer to specialist team,0,27,1,0,0.0,0.0,0.0,0.0,0.48214285714285715
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Reinstall the app,1,34,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request DM,2,21,0,5,1.0,0.2857142857142857,0.4444444444444445,0.48038446141526137,0.6428571428571428
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request OS version,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request Spotify version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request device restart,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request device version,4,24,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request email address,5,22,0,1,1.0,0.8333333333333334,0.9090909090909091,0.8928053815224023,0.9166666666666667
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request error message,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request exact issue description,1,27,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request login,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request logout,3,25,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request reinstall the app,2,26,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Request username,4,23,0,1,1.0,0.8,0.888888888888889,0.8755950357709131,0.9
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Restart device,1,31,2,1,0.3333333333333333,0.5,0.4,0.36432620803146437,0.7196969696969697
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Song/Artist,3,28,2,2,0.6,0.6,0.6,0.5333333333333333,0.7666666666666666
DeepSeek,examples,validated_paths5_thr0.8,SpotifyCares,Student Subscription,2,33,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,full,raw_10call_majority,AmazonHelp,Account,2,18,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,full,raw_10call_majority,AmazonHelp,Alexa,1,18,0,1,1.0,0.5,0.6666666666666666,0.6882472016116853,0.75
DeepSeek,full,raw_10call_majority,AmazonHelp,Apologize,6,9,2,2,0.75,0.75,0.75,0.5681818181818182,0.7840909090909092
DeepSeek,full,raw_10call_majority,AmazonHelp,Bad Support,2,15,2,1,0.5,0.6666666666666666,0.5714285714285715,0.4900980294098034,0.7745098039215685
DeepSeek,full,raw_10call_majority,AmazonHelp,Delivery,5,13,0,2,1.0,0.7142857142857143,0.8333333333333333,0.7867957924694432,0.8571428571428572
DeepSeek,full,raw_10call_majority,AmazonHelp,Echo,2,17,0,1,1.0,0.6666666666666666,0.8,0.7934920476158722,0.8333333333333333
DeepSeek,full,raw_10call_majority,AmazonHelp,Investigate Issue,5,9,2,3,0.7142857142857143,0.625,0.6666666666666666,0.45361105256925455,0.7215909090909092
DeepSeek,full,raw_10call_majority,AmazonHelp,Kindle,0,20,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,full,raw_10call_majority,AmazonHelp,Order Cancellation,0,19,0,1,0.0,0.0,0.0,0.0,0.5
DeepSeek,full,raw_10call_majority,AmazonHelp,Packaging,0,19,0,1,0.0,0.0,0.0,0.0,0.5
DeepSeek,full,raw_10call_majority,AmazonHelp,Prime,3,13,0,4,1.0,0.42857142857142855,0.6,0.5724780279075999,0.7142857142857143
DeepSeek,full,raw_10call_majority,AmazonHelp,Provide URL,13,6,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,full,raw_10call_majority,AmazonHelp,Provide delivery date,1,16,1,1,0.5,0.5,0.5,0.4411764705882353,0.7205882352941176
DeepSeek,full,raw_10call_majority,AmazonHelp,Refer to specialist team,2,17,0,0,1.0,1.0,1.0,1.0,1.0
DeepSeek,full,raw_10call_majority,AmazonHelp,Refund,0,20,0,0,0.0,0.0,0.0,0.0,0.5
DeepSeek,full,raw_10call_majority,AmazonHelp,Replacement,0,20,0,0,0.0,0.0,0.0,0.0,0.5
