message_id,activity,label
3733,Order Cancellation,0
786787,Order Cancellation,0
16425,Order Cancellation,0
21861,Order Cancellation,0
20040,Order Cancellation,0
2555,Order Cancellation,0
21859,Order Cancellation,0
183676,Order Cancellation,0
534207,Order Cancellation,0
15447,Order Cancellation,0
13558,Order Cancellation,0
1097367,Order Cancellation,0
5806,Order Cancellation,0
18161,Order Cancellation,0
14292,Order Cancellation,0
2590380,Order Cancellation,0
233782,Order Cancellation,0
18165,Return,0
1616282,Return,0
27879,Return,0
15444,Return,0
21872,Return,0
18683,Return,0
422978,Return,0
234553,Return,0
15443,Return,0
152179,Return,0
1260823,Return,0
1607888,Return,0
71905,Return,0
14298,Return,0
80516,Return,0
86214,Return,0
231306,Return,0
464298,Return,0
436404,Return,1
232826,Return,0
2230333,Return,0
18160,Return,0
17672,Return,0
1545446,Return,0
2559,Return,0
1772321,Return,0
534204,Return,0
15445,Return,0
2490587,Return,1
11036,Return,0
742408,Return,0
583479,Return,0
616,Return,0
2558,Return,0
86213,Return,0
2230334,Return,0
2490588,Return,0
86212,Return,0
535800,Return,0
436399,Return,0
46565,Return,0
27880,Return,1
5805,Return,0
10659,Return,0
1406114,Return,0
45545,Return,0
232825,Return,0
14300,Return,0
583481,Return,0
436403,Return,1
57474,Return,0
46567,Return,0
422977,Return,0
18685,Return,0
1097366,Return,0
231305,Return,0
1745,Return,0
318645,Return,0
1406115,Return,0
21491,Return,0
437336,Return,1
15446,Return,0
225339,Return,0
3733,Return,0
786787,Return,0
16425,Return,0
21861,Return,0
20040,Return,0
2555,Return,0
21859,Return,0
183676,Return,1
534207,Return,0
15447,Return,0
13558,Return,0
1097367,Return,0
5806,Return,0
18161,Return,0
14292,Return,0
2590380,Return,0
233782,Return,0
18165,Refund,0
1616282,Refund,0
27879,Refund,0
15444,Refund,0
21872,Refund,0
18683,Refund,0
422978,Refund,0
234553,Refund,0
15443,Refund,0
152179,Refund,0
1260823,Refund,0
1607888,Refund,0
71905,Refund,0
14298,Refund,0
80516,Refund,0
86214,Refund,0
231306,Refund,1
464298,Refund,0
436404,Refund,0
232826,Refund,0
2230333,Refund,0
18160,Refund,0
17672,Refund,0
1545446,Refund,0
2559,Refund,0
1772321,Refund,0
534204,Refund,1
15445,Refund,0
2490587,Refund,0
11036,Refund,0
742408,Refund,0
583479,Refund,0
616,Refund,0
2558,Refund,0
86213,Refund,0
2230334,Refund,0
2490588,Refund,0
86212,Refund,0
535800,Refund,0
436399,Refund,0
46565,Refund,0
27880,Refund,0
5805,Refund,0
10659,Refund,0
1406114,Refund,0
45545,Refund,0
232825,Refund,0
14300,Refund,0
583481,Refund,0
436403,Refund,0
57474,Refund,0
46567,Refund,0
422977,Refund,0
18685,Refund,0
1097366,Refund,1
231305,Refund,0
1745,Refund,0
318645,Refund,1
1406115,Refund,0
21491,Refund,0
437336,Refund,0
15446,Refund,0
225339,Refund,1
3733,Refund,0
786787,Refund,0
16425,Refund,0
21861,Refund,0
20040,Refund,0
2555,Refund,0
21859,Refund,0
183676,Refund,0
534207,Refund,0
15447,Refund,0
13558,Refund,0
1097367,Refund,0
5806,Refund,0
18161,Refund,0
14292,Refund,0
2590380,Refund,0
233782,Refund,0
18165,Replacement,0
1616282,Replacement,0
27879,Replacement,0
15444,Replacement,0
21872,Replacement,0
18683,Replacement,0
422978,Replacement,0
234553,Replacement,0
15443,Replacement,0
152179,Replacement,0
1260823,Replacement,0
1607888,Replacement,0
71905,Replacement,0
14298,Replacement,0
80516,Replacement,0
86214,Replacement,0
231306,Replacement,0
464298,Replacement,0
436404,Replacement,0
232826,Replacement,1
2230333,Replacement,0
18160,Replacement,0
17672,Replacement,0
1545446,Replacement,0
2559,Replacement,0
1772321,Replacement,0
534204,Replacement,0
15445,Replacement,0
2490587,Replacement,0
11036,Replacement,0
742408,Replacement,0
583479,Replacement,0
616,Replacement,0
2558,Replacement,0
86213,Replacement,0
2230334,Replacement,0
2490588,Replacement,0
86212,Replacement,0
535800,Replacement,0
436399,Replacement,0
46565,Replacement,0
27880,Replacement,0
5805,Replacement,0
10659,Replacement,0
1406114,Replacement,0
45545,Replacement,0
232825,Replacement,0
14300,Replacement,0
583481,Replacement,0
436403,Replacement,0
57474,Replacement,0
46567,Replacement,0
422977,Replacement,0
18685,Replacement,0
1097366,Replacement,0
231305,Replacement,0
1745,Replacement,0
318645,Replacement,0
1406115,Replacement,0
21491,Replacement,0
437336,Replacement,0
15446,Replacement,0
225339,Replacement,0
3733,Replacement,0
786787,Replacement,0
16425,Replacement,0
21861,Replacement,0
20040,Replacement,0
2555,Replacement,0
21859,Replacement,0
183676,Replacement,0
534207,Replacement,0
15447,Replacement,0
13558,Replacement,0
1097367,Replacement,0
5806,Replacement,0
18161,Replacement,0
14292,Replacement,0
2590380,Replacement,0
233782,Replacement,0
18165,Account,1
1616282,Account,0
27879,Account,0
15444,Account,0
21872,Account,1
18683,Account,0
422978,Account,0
234553,Account,0
15443,Account,0
152179,Account,0
1260823,Account,0
1607888,Account,0
71905,Account,0
14298,Account,0
80516,Account,0
86214,Account,0
231306,Account,0
464298,Account,0
436404,Account,0
232826,Account,0
2230333,Account,0
18160,Account,1
17672,Account,0
1545446,Account,0
2559,Account,0
1772321,Account,0
534204,Account,0
15445,Account,1
2490587,Account,0
11036,Account,0
742408,Account,0
583479,Account,0
616,Account,0
2558,Account,0
86213,Account,0
2230334,Account,0
2490588,Account,0
86212,Account,0
535800,Account,0
436399,Account,0
46565,Account,0
27880,Account,0
5805,Account,0
10659,Account,0
1406114,Account,0
45545,Account,0
232825,Account,0
14300,Account,0
583481,Account,0
436403,Account,0
57474,Account,0
46567,Account,0
422977,Account,0
18685,Account,0
1097366,Account,0
231305,Account,0
1745,Account,0
318645,Account,0
1406115,Account,0
21491,Account,0
437336,Account,0
15446,Account,0
225339,Account,0
3733,Account,1
786787,Account,1
16425,Account,0
21861,Account,1
20040,Account,0
2555,Account,0
21859,Account,0
183676,Account,0
534207,Account,0
15447,Account,0
13558,Account,0
1097367,Account,0
5806,Account,0
18161,Account,0
14292,Account,0
2590380,Account,0
233782,Account,1
18165,Packaging,0
1616282,Packaging,0
27879,Packaging,0
15444,Packaging,0
21872,Packaging,0
18683,Packaging,0
422978,Packaging,1
234553,Packaging,0
15443,Packaging,0
152179,Packaging,0
1260823,Packaging,0
1607888,Packaging,0
71905,Packaging,0
14298,Packaging,0
80516,Packaging,1
86214,Packaging,0
231306,Packaging,0
464298,Packaging,0
436404,Packaging,0
232826,Packaging,0
2230333,Packaging,0
18160,Packaging,0
17672,Packaging,0
1545446,Packaging,0
2559,Packaging,0
1772321,Packaging,0
534204,Packaging,0
15445,Packaging,0
2490587,Packaging,0
11036,Packaging,0
742408,Packaging,0
583479,Packaging,0
616,Packaging,0
2558,Packaging,0
86213,Packaging,0
2230334,Packaging,0
2490588,Packaging,0
86212,Packaging,0
535800,Packaging,0
436399,Packaging,0
46565,Packaging,0
27880,Packaging,0
5805,Packaging,0
10659,Packaging,0
1406114,Packaging,0
45545,Packaging,0
232825,Packaging,0
14300,Packaging,0
583481,Packaging,0
436403,Packaging,0
57474,Packaging,0
46567,Packaging,0
422977,Packaging,1
18685,Packaging,0
1097366,Packaging,0
231305,Packaging,0
1745,Packaging,0
318645,Packaging,0
1406115,Packaging,0
21491,Packaging,0
437336,Packaging,0
15446,Packaging,0
225339,Packaging,0
3733,Packaging,0
786787,Packaging,0
16425,Packaging,0
21861,Packaging,0
20040,Packaging,0
2555,Packaging,0
21859,Packaging,0
183676,Packaging,0
534207,Packaging,0
15447,Packaging,0
13558,Packaging,0
1097367,Packaging,0
5806,Packaging,0
18161,Packaging,0
14292,Packaging,0
2590380,Packaging,0
233782,Packaging,0
2112882,Request DM,1
2213588,Request DM,0
2505052,Request DM,0
344129,Request DM,0
2505046,Request DM,0
2777628,Request DM,0
2925641,Request DM,0
1880346,Request DM,0
2304641,Request DM,0
152825,Request DM,0
2372239,Request DM,0
2322643,Request DM,0
115998,Request DM,0
2505050,Request DM,0
741060,Request DM,0
9184,Request DM,0
237995,Request DM,0
2505051,Request DM,0
56992,Request DM,1
2322640,Request DM,0
92643,Request DM,0
1468447,Request DM,0
116001,Request DM,1
2555225,Request DM,0
237990,Request DM,0
2849184,Request DM,0
1557752,Request DM,0
2734367,Request DM,0
2849188,Request DM,0
2978822,Request DM,0
304062,Request DM,0
115999,Request DM,0
9181,Request DM,1
2061834,Request DM,0
174987,Request DM,0
2322644,Request DM,0
2213960,Request DM,1
92644,Request DM,0
2812624,Request DM,0
246539,Request DM,1
1966044,Request DM,0
116012,Request DM,0
2442705,Request DM,0
2812621,Request DM,0
519244,Request DM,0
2213958,Request DM,0
751767,Request DM,0
39644,Request DM,0
2322645,Request DM,1
11664,Request DM,0
237992,Request DM,0
1998485,Request DM,0
116011,Request DM,0
1858578,Request DM,0
1160539,Request DM,1
1755,Request DM,0
859768,Request DM,0
2237171,Request DM,0
2675410,Request DM,0
1470023,Request DM,0
1338112,Request DM,0
15469,Request DM,0
2849186,Request DM,0
1700806,Request DM,0
2734044,Request DM,1
2414320,Request DM,1
3762,Request DM,0
1756,Request DM,1
2112884,Request DM,0
2213587,Request DM,0
2849187,Request DM,0
1880347,Request DM,0
2850882,Request DM,0
5822,Request DM,0
237991,Request DM,0
2291677,Request DM,1
1700805,Request DM,0
9166,Request DM,1
996659,Request DM,0
237994,Request DM,0
2112882,Provide URL,1
2213588,Provide URL,1
2505052,Provide URL,0
344129,Provide URL,0
2505046,Provide URL,0
2777628,Provide URL,1
2925641,Provide URL,0
1880346,Provide URL,0
2304641,Provide URL,1
152825,Provide URL,1
2372239,Provide URL,0
2322643,Provide URL,0
115998,Provide URL,0
2505050,Provide URL,0
741060,Provide URL,0
9184,Provide URL,0
237995,Provide URL,0
2505051,Provide URL,0
56992,Provide URL,1
2322640,Provide URL,0
92643,Provide URL,1
1468447,Provide URL,0
116001,Provide URL,1
2555225,Provide URL,0
237990,Provide URL,0
2849184,Provide URL,1
1557752,Provide URL,0
2734367,Provide URL,0
2849188,Provide URL,1
2978822,Provide URL,0
304062,Provide URL,0
115999,Provide URL,0
9181,Provide URL,1
2061834,Provide URL,0
174987,Provide URL,0
2322644,Provide URL,0
2213960,Provide URL,1
92644,Provide URL,0
2812624,Provide URL,0
246539,Provide URL,1
1966044,Provide URL,0
116012,Provide URL,0
2442705,Provide URL,0
2812621,Provide URL,1
519244,Provide URL,0
2213958,Provide URL,0
751767,Provide URL,0
39644,Provide URL,0
2322645,Provide URL,1
11664,Provide URL,0
237992,Provide URL,0
1998485,Provide URL,0
116011,Provide URL,0
1858578,Provide URL,0
1160539,Provide URL,1
1755,Provide URL,0
859768,Provide URL,0
2237171,Provide URL,0
2675410,Provide URL,0
1470023,Provide URL,0
1338112,Provide URL,1
15469,Provide URL,0
2849186,Provide URL,0
1700806,Provide URL,0
2734044,Provide URL,0
2414320,Provide URL,1
3762,Provide URL,0
1756,Provide URL,0
2112884,Provide URL,0
2213587,Provide URL,1
2849187,Provide URL,0
1880347,Provide URL,0
2850882,Provide URL,0
5822,Provide URL,0
237991,Provide URL,1
2291677,Provide URL,1
1700805,Provide URL,0
9166,Provide URL,1
996659,Provide URL,0
237994,Provide URL,0
2112882,Request iOS version,1
2213588,Request iOS version,0
2505052,Request iOS version,0
344129,Request iOS version,0
2505046,Request iOS version,0
2777628,Request iOS version,0
2925641,Request iOS version,0
1880346,Request iOS version,0
2304641,Request iOS version,0
152825,Request iOS version,0
2372239,Request iOS version,0
2322643,Request iOS version,0
115998,Request iOS version,0
2505050,Request iOS version,0
741060,Request iOS version,0
9184,Request iOS version,0
237995,Request iOS version,0
2505051,Request iOS version,0
56992,Request iOS version,0
2322640,Request iOS version,0
92643,Request iOS version,0
1468447,Request iOS version,0
116001,Request iOS version,0
2555225,Request iOS version,0
237990,Request iOS version,0
2849184,Request iOS version,0
1557752,Request iOS version,0
2734367,Request iOS version,0
2849188,Request iOS version,0
2978822,Request iOS version,0
304062,Request iOS version,0
115999,Request iOS version,0
9181,Request iOS version,0
2061834,Request iOS version,0
174987,Request iOS version,0
2322644,Request iOS version,0
2213960,Request iOS version,0
92644,Request iOS version,0
2812624,Request iOS version,0
246539,Request iOS version,0
1966044,Request iOS version,0
116012,Request iOS version,0
2442705,Request iOS version,0
2812621,Request iOS version,0
519244,Request iOS version,0
2213958,Request iOS version,0
751767,Request iOS version,0
39644,Request iOS version,0
2322645,Request iOS version,0
11664,Request iOS version,0
237992,Request iOS version,0
1998485,Request iOS version,0
116011,Request iOS version,0
1858578,Request iOS version,0
1160539,Request iOS version,0
1755,Request iOS version,0
859768,Request iOS version,1
2237171,Request iOS version,0
2675410,Request iOS version,0
1470023,Request iOS version,0
1338112,Request iOS version,0
15469,Request iOS version,0
2849186,Request iOS version,0
1700806,Request iOS version,0
2734044,Request iOS version,0
2414320,Request iOS version,0
3762,Request iOS version,1
1756,Request iOS version,0
2112884,Request iOS version,0
2213587,Request iOS version,0
2849187,Request iOS version,0
1880347,Request iOS version,0
2850882,Request iOS version,0
5822,Request iOS version,0
237991,Request iOS version,0
2291677,Request iOS version,0
1700805,Request iOS version,0
9166,Request iOS version,0
996659,Request iOS version,0
237994,Request iOS version,0
2112882,Request device model,0
2213588,Request device model,0
2505052,Request device model,0
344129,Request device model,1
2505046,Request device model,0
2777628,Request device model,0
2925641,Request device model,0
1880346,Request device model,0
2304641,Request device model,0
152825,Request device model,0
2372239,Request device model,0
2322643,Request device model,0
115998,Request device model,0
2505050,Request device model,0
741060,Request device model,0
9184,Request device model,0
237995,Request device model,0
2505051,Request device model,0
56992,Request device model,0
2322640,Request device model,0
92643,Request device model,0
1468447,Request device model,0
116001,Request device model,0
2555225,Request device model,0
237990,Request device model,0
2849184,Request device model,0
1557752,Request device model,0
2734367,Request device model,0
2849188,Request device model,0
2978822,Request device model,0
304062,Request device model,0
115999,Request device model,0
9181,Request device model,0
2061834,Request device model,0
174987,Request device model,0
2322644,Request device model,0
2213960,Request device model,0
92644,Request device model,0
2812624,Request device model,0
246539,Request device model,0
1966044,Request device model,0
116012,Request device model,0
2442705,Request device model,0
2812621,Request device model,0
519244,Request device model,0
2213958,Request device model,0
751767,Request device model,0
39644,Request device model,0
2322645,Request device model,0
11664,Request device model,0
237992,Request device model,0
1998485,Request device model,0
116011,Request device model,0
1858578,Request device model,0
1160539,Request device model,0
1755,Request device model,0
859768,Request device model,0
2237171,Request device model,0
2675410,Request device model,0
1470023,Request device model,0
1338112,Request device model,0
15469,Request device model,0
2849186,Request device model,0
1700806,Request device model,0
2734044,Request device model,0
2414320,Request device model,1
3762,Request device model,0
1756,Request device model,0
2112884,Request device model,0
2213587,Request device model,0
2849187,Request device model,0
1880347,Request device model,0
2850882,Request device model,0
5822,Request device model,0
237991,Request device model,0
2291677,Request device model,0
1700805,Request device model,0
9166,Request device model,0
996659,Request device model,0
237994,Request device model,0
2112882,Investigate issue,0
2213588,Investigate issue,0
2505052,Investigate issue,0
344129,Investigate issue,1
2505046,Investigate issue,0
2777628,Investigate issue,0
2925641,Investigate issue,0
1880346,Investigate issue,0
2304641,Investigate issue,0
152825,Investigate issue,0
2372239,Investigate issue,0
2322643,Investigate issue,0
115998,Investigate issue,0
2505050,Investigate issue,0
741060,Investigate issue,0
9184,Investigate issue,0
237995,Investigate issue,0
2505051,Investigate issue,0
56992,Investigate issue,1
2322640,Investigate issue,0
92643,Investigate issue,0
1468447,Investigate issue,0
116001,Investigate issue,0
2555225,Investigate issue,0
237990,Investigate issue,0
2849184,Investigate issue,0
1557752,Investigate issue,0
2734367,Investigate issue,0
2849188,Investigate issue,0
2978822,Investigate issue,0
304062,Investigate issue,0
115999,Investigate issue,0
9181,Investigate issue,0
2061834,Investigate issue,0
174987,Investigate issue,0
2322644,Investigate issue,0
2213960,Investigate issue,0
92644,Investigate issue,0
2812624,Investigate issue,0
246539,Investigate issue,1
1966044,Investigate issue,0
116012,Investigate issue,0
2442705,Investigate issue,0
2812621,Investigate issue,0
519244,Investigate issue,0
2213958,Investigate issue,0
751767,Investigate issue,0
39644,Investigate issue,0
2322645,Investigate issue,0
11664,Investigate issue,1
237992,Investigate issue,0
1998485,Investigate issue,0
116011,Investigate issue,0
1858578,Investigate issue,0
1160539,Investigate issue,0
1755,Investigate issue,0
859768,Investigate issue,1
2237171,Investigate issue,0
2675410,Investigate issue,0
1470023,Investigate issue,0
1338112,Investigate issue,0
15469,Investigate issue,0
2849186,Investigate issue,0
1700806,Investigate issue,0
2734044,Investigate issue,0
2414320,Investigate issue,0
3762,Investigate issue,1
1756,Investigate issue,1
2112884,Investigate issue,0
2213587,Investigate issue,0
2849187,Investigate issue,0
1880347,Investigate issue,0
2850882,Investigate issue,0
5822,Investigate issue,0
237991,Investigate issue,0
2291677,Investigate issue,0
1700805,Investigate issue,0
9166,Investigate issue,1
996659,Investigate issue,0
237994,Investigate issue,0
2112882,Request country,0
2213588,Request country,0
2505052,Request country,0
344129,Request country,0
2505046,Request country,0
2777628,Request country,0
2925641,Request country,0
1880346,Request country,0
2304641,Request country,0
152825,Request country,0
2372239,Request country,0
2322643,Request country,0
115998,Request country,0
2505050,Request country,0
741060,Request country,0
9184,Request country,0
237995,Request country,0
2505051,Request country,0
56992,Request country,0
2322640,Request country,0
92643,Request country,0
1468447,Request country,0
116001,Request country,0
2555225,Request country,0
237990,Request country,0
2849184,Request country,0
1557752,Request country,0
2734367,Request country,0
2849188,Request country,0
2978822,Request country,0
304062,Request country,0
115999,Request country,0
9181,Request country,0
2061834,Request country,0
174987,Request country,0
2322644,Request country,0
2213960,Request country,0
92644,Request country,0
2812624,Request country,0
246539,Request country,0
1966044,Request country,0
116012,Request country,0
2442705,Request country,0
2812621,Request country,0
519244,Request country,0
2213958,Request country,0
751767,Request country,0
39644,Request country,0
2322645,Request country,0
11664,Request country,0
237992,Request country,0
1998485,Request country,0
116011,Request country,1
1858578,Request country,0
1160539,Request country,0
1755,Request country,0
859768,Request country,0
2237171,Request country,0
2675410,Request country,0
1470023,Request country,0
1338112,Request country,0
15469,Request country,0
2849186,Request country,0
1700806,Request country,0
2734044,Request country,1
2414320,Request country,0
3762,Request country,0
1756,Request country,0
2112884,Request country,0
2213587,Request country,0
2849187,Request country,0
1880347,Request country,0
2850882,Request country,0
5822,Request country,0
237991,Request country,0
2291677,Request country,0
1700805,Request country,0
9166,Request country,0
996659,Request country,0
237994,Request country,0
2112882,Request device restart,0
2213588,Request device restart,0
2505052,Request device restart,0
344129,Request device restart,0
2505046,Request device restart,0
2777628,Request device restart,0
2925641,Request device restart,0
1880346,Request device restart,0
2304641,Request device restart,0
152825,Request device restart,0
2372239,Request device restart,0
2322643,Request device restart,0
115998,Request device restart,0
2505050,Request device restart,1
741060,Request device restart,0
9184,Request device restart,0
237995,Request device restart,0
2505051,Request device restart,0
56992,Request device restart,0
2322640,Request device restart,0
92643,Request device restart,0
1468447,Request device restart,0
116001,Request device restart,0
2555225,Request device restart,0
237990,Request device restart,0
2849184,Request device restart,0
1557752,Request device restart,0
2734367,Request device restart,0
2849188,Request device restart,0
2978822,Request device restart,0
304062,Request device restart,0
115999,Request device restart,0
9181,Request device restart,0
2061834,Request device restart,0
174987,Request device restart,0
2322644,Request device restart,0
2213960,Request device restart,0
92644,Request device restart,0
2812624,Request device restart,0
246539,Request device restart,0
1966044,Request device restart,0
116012,Request device restart,0
2442705,Request device restart,0
2812621,Request device restart,0
519244,Request device restart,0
2213958,Request device restart,0
751767,Request device restart,0
39644,Request device restart,0
2322645,Request device restart,0
11664,Request device restart,0
237992,Request device restart,0
1998485,Request device restart,0
116011,Request device restart,0
1858578,Request device restart,0
1160539,Request device restart,0
1755,Request device restart,0
859768,Request device restart,0
2237171,Request device restart,0
2675410,Request device restart,0
1470023,Request device restart,0
1338112,Request device restart,0
15469,Request device restart,0
2849186,Request device restart,0
1700806,Request device restart,0
2734044,Request device restart,0
2414320,Request device restart,0
3762,Request device restart,0
1756,Request device restart,0
2112884,Request device restart,0
2213587,Request device restart,0
2849187,Request device restart,0
1880347,Request device restart,0
2850882,Request device restart,0
5822,Request device restart,0
237991,Request device restart,0
2291677,Request device restart,0
1700805,Request device restart,0
9166,Request device restart,0
996659,Request device restart,0
237994,Request device restart,0
2112882,Refer to specialist team,0
2213588,Refer to specialist team,0
2505052,Refer to specialist team,0
344129,Refer to specialist team,0
2505046,Refer to specialist team,0
2777628,Refer to specialist team,0
2925641,Refer to specialist team,0
1880346,Refer to specialist team,0
2304641,Refer to specialist team,0
152825,Refer to specialist team,0
2372239,Refer to specialist team,0
2322643,Refer to specialist team,0
115998,Refer to specialist team,0
2505050,Refer to specialist team,0
741060,Refer to specialist team,0
9184,Refer to specialist team,0
237995,Refer to specialist team,0
2505051,Refer to specialist team,0
56992,Refer to specialist team,0
2322640,Refer to specialist team,0
92643,Refer to specialist team,0
1468447,Refer to specialist team,0
116001,Refer to specialist team,0
2555225,Refer to specialist team,0
237990,Refer to specialist team,0
2849184,Refer to specialist team,1
1557752,Refer to specialist team,0
2734367,Refer to specialist team,0
2849188,Refer to specialist team,1
2978822,Refer to specialist team,0
304062,Refer to specialist team,0
115999,Refer to specialist team,0
9181,Refer to specialist team,0
2061834,Refer to specialist team,0
174987,Refer to specialist team,0
2322644,Refer to specialist team,0
2213960,Refer to specialist team,0
92644,Refer to specialist team,0
2812624,Refer to specialist team,0
246539,Refer to specialist team,0
1966044,Refer to specialist team,0
116012,Refer to specialist team,0
2442705,Refer to specialist team,0
2812621,Refer to specialist team,0
519244,Refer to specialist team,0
2213958,Refer to specialist team,0
751767,Refer to specialist team,0
39644,Refer to specialist team,0
2322645,Refer to specialist team,0
11664,Refer to specialist team,0
237992,Refer to specialist team,0
1998485,Refer to specialist team,0
116011,Refer to specialist team,0
1858578,Refer to specialist team,0
1160539,Refer to specialist team,0
1755,Refer to specialist team,0
859768,Refer to specialist team,0
2237171,Refer to specialist team,0
2675410,Refer to specialist team,0
1470023,Refer to specialist team,0
1338112,Refer to specialist team,0
15469,Refer to specialist team,0
2849186,Refer to specialist team,0
1700806,Refer to specialist team,0
2734044,Refer to specialist team,0
2414320,Refer to specialist team,0
3762,Refer to specialist team,0
1756,Refer to specialist team,0
2112884,Refer to specialist team,0
2213587,Refer to specialist team,1
2849187,Refer to specialist team,0
1880347,Refer to specialist team,0
2850882,Refer to specialist team,0
5822,Refer to specialist team,0
237991,Refer to specialist team,0
2291677,Refer to specialist team,0
1700805,Refer to specialist team,0
9166,Refer to specialist team,0
996659,Refer to specialist team,0
237994,Refer to specialist team,0
2112882,Recommend updating,0
2213588,Recommend updating,0
2505052,Recommend updating,0
344129,Recommend updating,0
2505046,Recommend updating,0
2777628,Recommend updating,0
2925641,Recommend updating,0
1880346,Recommend updating,0
2304641,Recommend updating,0
152825,Recommend updating,0
2372239,Recommend updating,0
2322643,Recommend updating,1
115998,Recommend updating,0
2505050,Recommend updating,0
741060,Recommend updating,0
9184,Recommend updating,0
237995,Recommend updating,0
2505051,Recommend updating,0
56992,Recommend updating,0
2322640,Recommend updating,0
92643,Recommend updating,0
1468447,Recommend updating,0
116001,Recommend updating,0
2555225,Recommend updating,0
237990,Recommend updating,0
2849184,Recommend updating,0
1557752,Recommend updating,0
2734367,Recommend updating,0
2849188,Recommend updating,0
2978822,Recommend updating,0
304062,Recommend updating,0
115999,Recommend updating,0
9181,Recommend updating,0
2061834,Recommend updating,0
174987,Recommend updating,0
2322644,Recommend updating,0
2213960,Recommend updating,0
92644,Recommend updating,0
2812624,Recommend updating,0
246539,Recommend updating,0
1966044,Recommend updating,0
116012,Recommend updating,0
2442705,Recommend updating,0
2812621,Recommend updating,0
519244,Recommend updating,0
2213958,Recommend updating,0
751767,Recommend updating,1
39644,Recommend updating,0
2322645,Recommend updating,0
11664,Recommend updating,0
237992,Recommend updating,0
1998485,Recommend updating,0
116011,Recommend updating,0
1858578,Recommend updating,0
1160539,Recommend updating,0
1755,Recommend updating,0
859768,Recommend updating,0
2237171,Recommend updating,0
2675410,Recommend updating,0
1470023,Recommend updating,0
1338112,Recommend updating,0
15469,Recommend updating,0
2849186,Recommend updating,0
1700806,Recommend updating,0
2734044,Recommend updating,0
2414320,Recommend updating,0
3762,Recommend updating,0
1756,Recommend updating,0
2112884,Recommend updating,0
2213587,Recommend updating,0
2849187,Recommend updating,0
1880347,Recommend updating,0
2850882,Recommend updating,0
5822,Recommend updating,0
237991,Recommend updating,0
2291677,Recommend updating,0
1700805,Recommend updating,0
9166,Recommend updating,0
996659,Recommend updating,0
237994,Recommend updating,0
2112882,Recommend backing up,0
2213588,Recommend backing up,0
2505052,Recommend backing up,0
344129,Recommend backing up,0
2505046,Recommend backing up,0
2777628,Recommend backing up,0
2925641,Recommend backing up,0
1880346,Recommend backing up,0
2304641,Recommend backing up,0
152825,Recommend backing up,0
2372239,Recommend backing up,0
2322643,Recommend backing up,0
115998,Recommend backing up,0
2505050,Recommend backing up,0
741060,Recommend backing up,0
9184,Recommend backing up,0
237995,Recommend backing up,0
2505051,Recommend backing up,0
56992,Recommend backing up,0
2322640,Recommend backing up,0
92643,Recommend backing up,0
1468447,Recommend backing up,0
116001,Recommend backing up,0
2555225,Recommend backing up,0
237990,Recommend backing up,0
2849184,Recommend backing up,0
1557752,Recommend backing up,0
2734367,Recommend backing up,0
2849188,Recommend backing up,0
2978822,Recommend backing up,0
304062,Recommend backing up,0
115999,Recommend backing up,0
9181,Recommend backing up,0
2061834,Recommend backing up,0
174987,Recommend backing up,0
2322644,Recommend backing up,0
2213960,Recommend backing up,0
92644,Recommend backing up,0
2812624,Recommend backing up,0
246539,Recommend backing up,0
1966044,Recommend backing up,0
116012,Recommend backing up,0
2442705,Recommend backing up,0
2812621,Recommend backing up,1
519244,Recommend backing up,0
2213958,Recommend backing up,0
751767,Recommend backing up,0
39644,Recommend backing up,0
2322645,Recommend backing up,0
11664,Recommend backing up,0
237992,Recommend backing up,0
1998485,Recommend backing up,0
116011,Recommend backing up,0
1858578,Recommend backing up,0
1160539,Recommend backing up,0
1755,Recommend backing up,0
859768,Recommend backing up,0
2237171,Recommend backing up,0
2675410,Recommend backing up,0
1470023,Recommend backing up,0
1338112,Recommend backing up,0
15469,Recommend backing up,0
2849186,Recommend backing up,0
1700806,Recommend backing up,0
2734044,Recommend backing up,0
2414320,Recommend backing up,0
3762,Recommend backing up,0
1756,Recommend backing up,0
2112884,Recommend backing up,0
2213587,Recommend backing up,0
2849187,Recommend backing up,0
1880347,Recommend backing up,0
2850882,Recommend backing up,0
5822,Recommend backing up,0
237991,Recommend backing up,0
2291677,Recommend backing up,0
1700805,Recommend backing up,0
9166,Recommend backing up,0
996659,Recommend backing up,0
237994,Recommend backing up,0
2112882,iPhone,0
2213588,iPhone,0
2505052,iPhone,0
344129,iPhone,0
2505046,iPhone,0
2777628,iPhone,0
2925641,iPhone,0
1880346,iPhone,0
2304641,iPhone,1
152825,iPhone,0
2372239,iPhone,1
2322643,iPhone,0
115998,iPhone,0
2505050,iPhone,0
741060,iPhone,0
9184,iPhone,0
237995,iPhone,0
2505051,iPhone,0
56992,iPhone,0
2322640,iPhone,0
92643,iPhone,0
1468447,iPhone,0
116001,iPhone,0
2555225,iPhone,1
237990,iPhone,0
2849184,iPhone,0
1557752,iPhone,1
2734367,iPhone,1
2849188,iPhone,0
2978822,iPhone,0
304062,iPhone,0
115999,iPhone,0
9181,iPhone,0
2061834,iPhone,1
174987,iPhone,0
2322644,iPhone,0
2213960,iPhone,0
92644,iPhone,0
2812624,iPhone,0
246539,iPhone,0
1966044,iPhone,0
116012,iPhone,1
2442705,iPhone,0
2812621,iPhone,0
519244,iPhone,0
2213958,iPhone,0
751767,iPhone,0
39644,iPhone,0
